Event,Shape Type,en: Indicator Name,en: Indicator Abbrv,ka: Indicator Name,ka: Indicator Abbrv,en: Scale Name,ka: Scale Name,Scale Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Parliamentary – Majoritarian Bi-Elec,Region,Vote share (%) CDM,CDM,ქდმ (%),ქდმ,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2008 Parliamentary – Majoritarian Bi-Elec,Region,Vote share (%) We Ourselves,WO,ჩვენ თვითონ (%),ჩვენ თვითონ,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2008 Parliamentary – Majoritarian Bi-Elec,Region,Vote share (%) Georgian Group,Geo. Group,ქართული დასი (%),ქართული დასი,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2008 Parliamentary – Majoritarian Bi-Elec,Region,Vote share (%) National Party of Radical Democrats of Georgia,NPRDG,სრულიად საქართველოს რადიკალ დემოკრატთა ნაციონალური პარტია (%),რადიკალ-დემოკრატები,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2008 Parliamentary – Majoritarian Bi-Elec,Region,Vote share (%) National Democratic Party of Georgia,NDP,საქართველოს ეროვნულ დემოკრატიული პარტია (%),ედპ,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2008 Parliamentary – Majoritarian Bi-Elec,Region,Total Turnout,TT,სულ,სულ,0,0,,0-50000,0-50000,,50000-100000,50000-100000,,100000-150000,100000-150000,,150000-200000,150000-200000,,200000-300000,200000-300000,,300000-400000,300000-400000,,400000-500000,400000-500000,,>500000,>500000,,,,,,,,,,
2008 Parliamentary – Majoritarian Bi-Elec,Region,Average votes per minute (08:00-12:00),VPM 08:00-12:00,ხმების რაოდენობა ერთ წუთში (08:00-12:00),VPM 08:00-12:00,0,0,,0-1,0-1,,1-2,1-2,,2-3,2-3,,3-4,3-4,,4-5,4-5,,>5,>5,,,,,,,,,,,,,,,,
2008 Parliamentary – Majoritarian Bi-Elec,Region,Average votes per minute (12:00-17:00),VPM 12:00-17:00,ხმების რაოდენობა ერთ წუთში (12:00-17:00),VPM 12:00-17:00,0,0,,0-1,0-1,,1-2,1-2,,2-3,2-3,,3-4,3-4,,4-5,4-5,,>5,>5,,,,,,,,,,,,,,,,
2008 Parliamentary – Majoritarian Bi-Elec,Region,Average votes per minute (17:00-20:00),VPM 17:00-20:00,ხმების რაოდენობა ერთ წუთში (17:00-20:00),VPM 17:00-20:00,0,0,,0-1,0-1,,1-2,1-2,,2-3,2-3,,3-4,3-4,,4-5,4-5,,>5,>5,,,,,,,,,,,,,,,,
2008 Parliamentary – Majoritarian Bi-Elec,District,Vote share (%) CDM,CDM,ქდმ (%),ქდმ,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
