Event,Shape Type,en: Indicator Name,en: Indicator Abbrv,ka: Indicator Name,ka: Indicator Abbrv,en: Scale Name,ka: Scale Name,Scale Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010 Local Election – Majoritarian,Region,Vote share (%) Alliance for Georgia,Alliance,ალიანსი საქართველოსთვის (%),ალიანსი,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2010 Local Election – Majoritarian,Region,"Vote share (%) Right Wing Alliance, Topadze Industrialists",Industrialists,"მემარჯვენე ალიანსი, თოფაძე მრეწველები (%)",მემარჯვენე მრეწველები,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2010 Local Election – Majoritarian,Region,Vote share (%) Sportsman's Union,SU,სპორტსმენთა კავშირი (%),სპორტსმენთა კავშირი,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2010 Local Election – Majoritarian,Region,Vote share (%) UNM,UNM,ნაც. მოძრაობა (%),ნაც. მოძრაობა,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2010 Local Election – Majoritarian,Region,Vote share (%) National Council,NC,ეროვნული საბჭო (%),ეროვნული საბჭო,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2010 Local Election – Majoritarian,Region,Vote share (%) National Party of Radical Democrats of Georgia,NPRDG,სრულიად საქართველოს რადიკალ დემოკრატთა ნაციონალური პარტია (%),რადიკალ-დემოკრატები,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2010 Local Election – Majoritarian,Region,Vote share (%) CDM,CDM,ქდმ (%),ქდმ,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2010 Local Election – Majoritarian,Region,Vote share (%) Our Country,OC,ჩვენი ქვეყანა (%),ჩვენი ქვეყანა,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2010 Local Election – Majoritarian,Region,Vote share (%) Future Georgia,FG,მომავალი საქართველო (%),მომავალი საქართველო,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
2010 Local Election – Majoritarian,Region,Vote share (%) Freedom Party,Freedom,თავისუფლება (%),თავისუფლება,0-5,0-5,#EEDC82,5-10,5-10,#FFFF00,10-15,10-15,#F4A460,15-20,15-20,#FFB6C1,20-30,20-30,#8EE5EE,30-40,30-40,#32CD32,40-50,40-50,#006400,50-60,50-60,#00BFFF,60-70,60-70,#000080,70-80,70-80,#FF0000,80-90,80-90,#D02090,>90,>90,#B22222
